Model,Accel,Trials,batchsize,50th_pct,90th_pct,avg_latency(ms),Min,Max,Accuracy,Normalized_Accuracy
prajjwal1/bert-small,onnxruntime_gpu_ampere,100,4,3.156423568725586,3.185749053955078,3.1611227989196777,3.1037330627441406,3.703594207763672,89.7,92.66528925619836
prajjwal1/bert-small,onnxruntime_gpu_ampere,100,8,3.1812191009521484,3.207683563232422,3.18681001663208,3.1278133392333984,3.727436065673828,89.7,92.66528925619836
prajjwal1/bert-small,onnxruntime_gpu_ampere,100,16,3.2067298889160156,3.241300582885742,3.2152390480041504,3.160238265991211,3.798961639404297,89.7,92.66528925619836
prajjwal1/bert-medium,onnxruntime_gpu_ampere,100,1,3.0050277709960938,3.0417442321777344,3.012700080871582,2.960205078125,3.6551952362060547,89.6,92.56198347107437
prajjwal1/bert-medium,onnxruntime_gpu_ampere,100,2,3.0167102813720703,3.0612945556640625,3.0248212814331055,2.969026565551758,3.5855770111083984,89.6,92.56198347107437
prajjwal1/bert-medium,onnxruntime_gpu_ampere,100,4,3.1785964965820312,3.2215118408203125,3.183474540710449,3.1223297119140625,3.7822723388671875,89.6,92.56198347107437
prajjwal1/bert-medium,onnxruntime_gpu_ampere,100,8,3.1638145446777344,3.1919479370117188,3.1682991981506348,3.1037330627441406,3.7703514099121094,89.6,92.56198347107437
prajjwal1/bert-medium,onnxruntime_gpu_ampere,100,16,3.230571746826172,3.256082534790039,3.2372283935546875,3.1812191009521484,3.88336181640625,89.6,92.56198347107437
gpt2,onnxruntime_gpu_pascal,1000,1,130.42330741882324,131.6051483154297,131.21773982048035,129.67205047607422,611.4523410797119,83.4,93.65524985962944
gpt2,onnxruntime_gpu_pascal,1000,2,134.7196102142334,135.82944869995117,135.00413727760315,133.9864730834961,143.68391036987305,83.4,93.65524985962944
gpt2,onnxruntime_gpu_pascal,1000,4,135.97512245178223,137.8335952758789,136.34203791618347,135.01548767089844,143.01109313964844,83.4,93.65524985962944
gpt2,onnxruntime_gpu_pascal,1000,8,139.00995254516602,140.0744915008545,139.27428078651428,138.23604583740234,145.94125747680664,83.4,93.65524985962944
gpt2,onnxruntime_gpu_pascal,1000,16,140.17558097839355,141.20054244995117,140.44989204406738,139.4338607788086,146.9588279724121,83.4,93.65524985962944
gpt2-medium,onnxruntime_gpu_pascal,1000,1,249.74775314331055,252.31313705444336,250.41745281219485,247.85470962524414,413.9840602874756,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_pascal,1000,2,261.7948055267334,265.8510208129883,261.83926129341125,256.32619857788086,284.6677303314209,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_pascal,1000,4,258.1629753112793,259.7506046295166,258.4925765991211,257.0042610168457,269.58465576171875,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_pascal,1000,8,258.8534355163574,260.378360748291,259.25182056427,257.8275203704834,314.79787826538086,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_pascal,1000,16,261.000394821167,262.6171112060547,261.30623841285706,260.0831985473633,270.5070972442627,87.1,97.81021897810218
gpt2-large,onnxruntime_gpu_pascal,1000,1,370.36895751953125,372.47419357299805,370.7366819381714,368.71862411499023,379.3225288391113,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_pascal,1000,2,384.3073844909668,386.29913330078125,384.69527292251587,382.108211517334,402.65345573425293,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_pascal,1000,4,387.0418071746826,389.758825302124,387.7447328567505,385.36882400512695,413.51771354675293,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_pascal,1000,8,393.90063285827637,396.7471122741699,394.5268392562866,392.2891616821289,418.2560443878174,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_pascal,1000,16,402.909517288208,405.7049751281738,403.51974177360535,400.5413055419922,423.42567443847656,88.0,98.82088714205503
gpt2-xl,onnxruntime_gpu_pascal,1000,1,491.6403293609619,494.7550296783447,492.5039644241333,489.4144535064697,515.4099464416504,89.05,100.0
gpt2,onnxruntime_cpu,100,1,263.30113410949707,282.8941345214844,266.72654390335083,252.34699249267578,311.4349842071533,83.4,93.65524985962944
gpt2,onnxruntime_cpu,100,2,365.97204208374023,384.6578598022461,369.3768644332886,359.2100143432617,415.496826171875,83.4,93.65524985962944
gpt2,onnxruntime_cpu,100,4,357.96523094177246,373.6381530761719,361.5808629989624,351.4978885650635,428.4090995788574,83.4,93.65524985962944
gpt2,onnxruntime_cpu,100,8,410.3550910949707,415.7438278198242,410.686731338501,403.7971496582031,424.267053604126,83.4,93.65524985962944
gpt2,onnxruntime_cpu,100,16,535.6671810150146,550.2629280090332,536.6652655601501,506.2751770019531,618.905782699585,83.4,93.65524985962944
gpt2-medium,onnxruntime_cpu,100,1,735.4061603546143,747.7989196777344,737.1245217323303,724.9331474304199,763.542890548706,87.1,97.81021897810218
gpt2-medium,onnxruntime_cpu,100,2,1969.4299697875977,2014.707088470459,1976.1219358444214,1920.0170040130615,2267.021894454956,87.1,97.81021897810218
gpt2-medium,onnxruntime_cpu,100,4,1960.9951972961426,2040.4348373413086,1971.6794848442078,1889.5950317382812,2693.9120292663574,87.1,97.81021897810218
gpt2-medium,onnxruntime_cpu,100,8,2035.853624343872,2097.9490280151367,2050.8566999435425,2003.8940906524658,2215.007781982422,87.1,97.81021897810218
gpt2-medium,onnxruntime_cpu,100,16,2234.149217605591,2249.307870864868,2235.8135986328125,2198.9760398864746,2365.617275238037,87.1,97.81021897810218
gpt2-large,onnxruntime_cpu,100,1,1537.2769832611084,1641.2928104400635,1560.3970956802368,1498.5790252685547,1928.8218021392822,88.0,98.82088714205503
gpt2-large,onnxruntime_cpu,100,2,2424.0880012512207,2513.0810737609863,2435.2172899246216,2354.717969894409,2598.221778869629,88.0,98.82088714205503
gpt2-large,onnxruntime_cpu,100,4,2539.797067642212,2618.87788772583,2548.4915590286255,2449.3730068206787,2792.407989501953,88.0,98.82088714205503
gpt2-large,onnxruntime_cpu,100,8,2702.677011489868,2736.3100051879883,2705.9719586372375,2650.1259803771973,2903.0370712280273,88.0,98.82088714205503
gpt2-large,onnxruntime_cpu,100,16,2466.1741256713867,2544.1558361053467,2470.3072381019592,2370.3670501708984,2575.629234313965,88.0,98.82088714205503
gpt2-xl,onnxruntime_cpu,100,1,2870.921850204468,2895.531177520752,2912.0791459083557,2847.9039669036865,6526.90315246582,89.05,100.0
gpt2-xl,onnxruntime_cpu,100,2,3457.2269916534424,3514.049768447876,3493.1476831436157,3405.034303665161,6135.071039199829,89.05,100.0
gpt2-xl,onnxruntime_cpu,100,4,3598.017930984497,3627.937078475952,3619.7541666030884,3506.150245666504,5747.046947479248,89.05,100.0
gpt2-xl,onnxruntime_cpu,100,8,3926.1040687561035,3953.7360668182373,3957.7650690078735,3882.7061653137207,6816.074848175049,89.05,100.0
gpt2-xl,onnxruntime_cpu,100,16,3673.4001636505127,3790.1670932769775,34858.419127464294,3518.286943435669,1018194.1151618958,89.05,100.0
gpt2,onnxruntime_gpu_ampere,100,1,204.19669151306152,204.93483543395996,208.5338282585144,203.34792137145996,628.4937858581543,83.4,93.65524985962944
gpt2,onnxruntime_gpu_ampere,100,2,201.45130157470703,202.5609016418457,201.6437792778015,200.72102546691895,205.29484748840332,83.4,93.65524985962944
gpt2,onnxruntime_gpu_ampere,100,4,206.21800422668457,216.48669242858887,210.38378715515137,204.87070083618164,217.57221221923828,83.4,93.65524985962944
gpt2,onnxruntime_gpu_ampere,100,8,217.3910140991211,218.42193603515625,214.77374792099,207.66019821166992,220.79873085021973,83.4,93.65524985962944
gpt2,onnxruntime_gpu_ampere,100,16,207.67927169799805,209.9301815032959,208.0136513710022,206.88152313232422,210.93297004699707,83.4,93.65524985962944
gpt2-medium,onnxruntime_gpu_ampere,100,1,388.60273361206055,391.05963706970215,388.5003328323364,385.18786430358887,393.5070037841797,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_ampere,100,2,399.0821838378906,402.4171829223633,399.2286252975464,395.91312408447266,404.7727584838867,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_ampere,100,4,393.77689361572266,394.72126960754395,393.77718210220337,392.474889755249,395.49899101257324,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_ampere,100,8,396.5902328491211,397.4010944366455,396.68128490448,395.27034759521484,402.14085578918457,87.1,97.81021897810218
gpt2-medium,onnxruntime_gpu_ampere,100,16,397.0165252685547,397.7854251861572,397.16765880584717,396.0225582122803,401.1569023132324,87.1,97.81021897810218
gpt2-large,onnxruntime_gpu_ampere,100,1,590.7986164093018,595.8230495452881,591.5198850631714,588.3450508117676,598.435640335083,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_ampere,100,2,627.7532577514648,631.3562393188477,628.5587334632874,626.1312961578369,640.9909725189209,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_ampere,100,4,600.8846759796143,602.8008460998535,601.2017893791199,598.9847183227539,605.7584285736084,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_ampere,100,8,601.8662452697754,605.4019927978516,602.7706503868103,599.2658138275146,633.3558559417725,88.0,98.82088714205503
gpt2-large,onnxruntime_gpu_ampere,100,16,590.1765823364258,591.4473533630371,590.8459067344666,588.7839794158936,622.0967769622803,88.0,98.82088714205503
gpt2-xl,onnxruntime_gpu_ampere,100,1,797.9822158813477,802.7603626251221,812.778594493866,793.7545776367188,2101.405143737793,89.05,100.0
gpt2-xl,onnxruntime_gpu_ampere,100,2,791.7511463165283,793.5302257537842,791.9996166229248,789.5717620849609,796.2279319763184,89.05,100.0
gpt2-xl,onnxruntime_gpu_ampere,100,4,809.847354888916,839.0843868255615,815.663206577301,799.1764545440674,849.3213653564453,89.05,100.0
gpt2-xl,onnxruntime_gpu_ampere,100,8,795.640230178833,797.8265285491943,794.7688388824463,788.9385223388672,808.4819316864014,89.05,100.0
gpt2-xl,onnxruntime_gpu_ampere,100,16,789.975643157959,794.0318584442139,790.3137397766113,784.4619750976562,802.722692489624,89.05,100.0
t5-small,onnxruntime_gpu_pascal,1000,1,77.6669979095459,80.3365707397461,78.8008725643158,76.06744766235352,727.269172668457,26.7,83.17757009345794
t5-small,onnxruntime_gpu_pascal,1000,2,77.50225067138672,78.99093627929688,77.7332911491394,76.28846168518066,87.44144439697266,26.7,83.17757009345794
t5-small,onnxruntime_gpu_pascal,1000,4,78.57751846313477,80.97052574157715,79.01960444450378,76.95460319519043,85.66761016845703,26.7,83.17757009345794
t5-small,onnxruntime_gpu_pascal,1000,8,78.40514183044434,79.73313331604004,78.5952570438385,77.10814476013184,84.56850051879883,26.7,83.17757009345794
t5-small,onnxruntime_gpu_pascal,1000,16,79.36596870422363,81.9859504699707,79.87314939498901,77.5294303894043,248.08096885681152,26.7,83.17757009345794
t5-base,onnxruntime_gpu_pascal,1000,1,143.30387115478516,145.19309997558594,143.59881734848022,141.27206802368164,151.0941982269287,30.9,96.26168224299064
t5-base,onnxruntime_gpu_pascal,1000,2,143.49699020385742,145.4615592956543,143.7334897518158,141.10851287841797,151.64828300476074,30.9,96.26168224299064
t5-base,onnxruntime_gpu_pascal,1000,4,143.90230178833008,145.96319198608398,144.20477437973022,141.62445068359375,152.9369354248047,30.9,96.26168224299064
t5-base,onnxruntime_gpu_pascal,1000,8,146.31056785583496,148.4079360961914,146.59961438179016,144.1490650177002,154.26015853881836,30.9,96.26168224299064
t5-base,onnxruntime_gpu_pascal,1000,16,146.12770080566406,148.22053909301758,146.41111063957214,144.09732818603516,157.5150489807129,30.9,96.26168224299064
t5-large,onnxruntime_gpu_pascal,1000,1,272.68266677856445,276.26800537109375,273.2192530632019,269.2451477050781,288.18607330322266,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,2,274.02567863464355,277.33516693115234,274.43036365509033,268.8257694244385,288.5396480560303,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,4,273.27728271484375,279.0558338165283,274.64315581321716,269.9391841888428,300.32944679260254,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,8,272.7348804473877,275.29120445251465,273.0939359664917,269.4520950317383,292.5097942352295,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,16,276.1385440826416,278.5980701446533,276.47718238830566,273.4484672546387,290.67420959472656,32.0,99.68847352024922
t5-small,onnxruntime_cpu,100,1,99.86710548400879,110.65220832824707,101.59692525863647,95.52383422851562,118.50595474243164,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,2,174.64971542358398,178.44319343566895,175.10581731796265,169.88897323608398,186.71107292175293,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,4,207.02290534973145,225.2979278564453,209.7702121734619,196.89583778381348,248.59905242919922,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,8,247.06578254699707,268.44000816345215,248.2917070388794,214.68329429626465,322.3590850830078,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,16,272.3870277404785,286.17119789123535,273.90005588531494,254.0898323059082,385.70332527160645,26.7,83.17757009345794
t5-base,onnxruntime_cpu,100,1,258.5759162902832,274.503231048584,260.2695822715759,237.3950481414795,331.6681385040283,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,2,666.3870811462402,705.9502601623535,671.2151288986206,641.4122581481934,763.5622024536133,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,4,619.4052696228027,629.3458938598633,619.3424916267395,595.2630043029785,659.592866897583,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,8,631.9248676300049,644.3772315979004,623.0180931091309,476.2570858001709,671.036958694458,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,16,772.7200984954834,828.6118507385254,775.9868168830872,687.4668598175049,917.5760746002197,30.9,96.26168224299064
t5-large,onnxruntime_cpu,100,1,770.4079151153564,778.7108421325684,771.4303493499756,764.9521827697754,804.7387599945068,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,2,1334.1648578643799,1357.1667671203613,1337.630045413971,1314.6467208862305,1396.4331150054932,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,4,1483.2630157470703,1516.4611339569092,1485.5605745315552,1418.355941772461,1581.0320377349854,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,8,1376.772165298462,1396.399974822998,1378.6270809173584,1358.597993850708,1424.2169857025146,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,16,1553.3778667449951,1570.2219009399414,1554.3914461135864,1532.8459739685059,1601.5679836273193,32.0,99.68847352024922
t5-small,onnxruntime_gpu_ampere,100,1,119.89808082580566,120.4681396484375,124.97206687927246,119.46773529052734,618.6032295227051,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,2,129.99463081359863,130.89346885681152,130.0186276435852,128.84283065795898,133.3298683166504,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,4,130.65743446350098,131.44373893737793,130.8320927619934,130.12337684631348,134.47904586791992,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,8,131.70981407165527,132.45439529418945,131.81410551071167,130.97548484802246,133.31198692321777,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,16,131.744384765625,132.2619915008545,131.81334972381592,131.06560707092285,135.16950607299805,26.7,83.17757009345794
t5-base,onnxruntime_gpu_ampere,100,1,228.41763496398926,229.50267791748047,228.51674795150757,227.0655632019043,231.88543319702148,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,2,240.0357723236084,250.40292739868164,242.53633737564087,237.40673065185547,251.46079063415527,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,4,242.8262233734131,244.21191215515137,243.03014755249023,241.3613796234131,247.1463680267334,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,8,244.1253662109375,246.38652801513672,244.48310136795044,242.35010147094727,248.1400966644287,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,16,244.57621574401855,245.73779106140137,244.7078514099121,243.4825897216797,247.542142868042,30.9,96.26168224299064
t5-large,onnxruntime_gpu_ampere,100,1,438.69924545288086,440.6886100769043,439.05755519866943,436.32984161376953,468.308687210083,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,2,482.7892780303955,484.06291007995605,482.89783239364624,481.53233528137207,486.53578758239746,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,4,468.7175750732422,471.4045524597168,469.0853500366211,465.61503410339355,474.5221138000488,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,8,469.16890144348145,472.42212295532227,469.8483896255493,466.9017791748047,484.4050407409668,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,16,489.4092082977295,491.138219833374,488.24909925460815,464.2786979675293,494.78769302368164,32.0,99.68847352024922
yolov5n,onnxruntime_gpu_pascal,1000,1,11.501789093017578,11.586189270019531,12.197710514068604,11.397123336791992,665.132999420166,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,2,16.23392105102539,16.54362678527832,16.328783988952637,16.08133316040039,39.647817611694336,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,4,25.179147720336914,25.284528732299805,25.253159284591675,24.964570999145508,50.23527145385742,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,8,42.171478271484375,42.37079620361328,42.27275037765503,41.90778732299805,68.01390647888184,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,16,94.22016143798828,94.87700462341309,88.47838830947876,81.67099952697754,109.17115211486816,28.0,55.22682445759368
yolov5s,onnxruntime_gpu_pascal,1000,1,11.832475662231445,11.920928955078125,11.884511232376099,11.746883392333984,35.57610511779785,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,2,16.426801681518555,16.748905181884766,16.495906352996826,16.271352767944336,36.32473945617676,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,4,26.390552520751953,26.485204696655273,26.43751549720764,26.146650314331055,46.11921310424805,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,8,49.92556571960449,50.10271072387695,50.003138065338135,49.617767333984375,72.57461547851562,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,16,108.61706733703613,109.14969444274902,103.23080468177795,96.78053855895996,126.77597999572754,45.4,89.54635108481261
yolov5m,onnxruntime_gpu_pascal,1000,1,14.31417465209961,14.416933059692383,14.358767986297607,14.201641082763672,34.820556640625,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,2,20.8737850189209,20.97940444946289,20.906222581863403,20.697832107543945,38.140058517456055,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,4,37.41097450256348,37.58955001831055,37.454890966415405,37.12868690490723,51.52130126953125,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,8,73.23145866394043,73.65632057189941,73.26469874382019,72.22795486450195,95.35741806030273,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,16,149.3692398071289,151.10397338867188,144.38120985031128,136.31033897399902,170.04799842834473,37.4,73.76725838264299
yolov5l,onnxruntime_gpu_pascal,1000,1,17.385482788085938,17.49706268310547,17.44561505317688,17.261981964111328,37.63580322265625,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,2,30.67493438720703,30.922412872314453,30.710076570510864,30.25031089782715,44.85034942626953,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,4,54.380178451538086,54.7487735748291,54.37255001068115,53.29418182373047,72.68285751342773,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,8,103.37138175964355,105.20195960998535,103.54155707359314,101.46188735961914,123.31867218017578,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,16,206.1440944671631,208.27794075012207,201.453218460083,193.47310066223145,220.37839889526367,49.0,96.64694280078895
yolov5x,onnxruntime_gpu_pascal,1000,1,25.94590187072754,26.159286499023438,25.999871253967285,25.35223960876465,43.45512390136719,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,2,45.69411277770996,46.02551460266113,45.69974684715271,44.458627700805664,59.62347984313965,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,4,84.72943305969238,85.83426475524902,84.78848505020142,82.81826972961426,104.81715202331543,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,8,162.33038902282715,163.2227897644043,162.3588104248047,159.14535522460938,186.8002414703369,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,16,284.1508388519287,285.16530990600586,284.2071919441223,281.1737060546875,306.1859607696533,50.7,100.0
yolov5n,onnxruntime_cpu,100,1,37.581682205200195,38.532257080078125,37.78855800628662,36.11326217651367,48.02083969116211,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,2,74.18704032897949,76.46799087524414,74.63870286941528,71.13790512084961,95.17383575439453,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,4,116.99581146240234,119.58098411560059,117.08214998245239,112.8079891204834,128.78012657165527,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,8,226.62830352783203,229.60901260375977,226.26449823379517,218.07217597961426,243.0262565612793,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,16,1738.9500141143799,1765.0961875915527,1740.8712577819824,1701.7738819122314,1787.3647212982178,28.0,55.22682445759368
yolov5s,onnxruntime_cpu,100,1,62.78824806213379,65.48500061035156,62.873334884643555,58.3798885345459,71.49600982666016,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,2,120.86987495422363,123.58593940734863,120.81713676452637,115.27609825134277,129.0900707244873,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,4,197.54815101623535,201.17592811584473,197.3978567123413,190.76299667358398,204.9579620361328,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,8,399.0328311920166,408.76221656799316,400.8959484100342,389.8658752441406,439.0718936920166,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,16,3198.409080505371,3359.560012817383,3239.2073941230774,3160.0801944732666,3609.644889831543,45.4,89.54635108481261
yolov5m,onnxruntime_cpu,100,1,105.71169853210449,109.10677909851074,104.18048143386841,93.07193756103516,112.71500587463379,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,2,211.1952304840088,216.0181999206543,211.32745027542114,203.7959098815918,221.24505043029785,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,4,369.66991424560547,379.46105003356934,371.0990571975708,354.63500022888184,428.44581604003906,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,8,731.0128211975098,750.7266998291016,732.6036190986633,708.5409164428711,768.6412334442139,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,16,6196.88081741333,6457.405805587769,40124.52885866165,5970.407009124756,1058028.6841392517,37.4,73.76725838264299
yolov5l,onnxruntime_cpu,100,1,160.81905364990234,165.26222229003906,161.2916660308838,156.0990810394287,170.46284675598145,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,2,345.2908992767334,353.6489009857178,9840.040264129639,332.766056060791,949714.3430709839,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,4,660.7160568237305,673.7470626831055,662.0758605003357,646.9161510467529,713.7739658355713,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,8,1302.6797771453857,1343.5771465301514,3592.493860721588,1265.5529975891113,229785.40897369385,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,16,10663.741111755371,915602.1151542664,121198.83236885071,10112.491846084595,1004071.8810558319,49.0,96.64694280078895
yolov5x,onnxruntime_cpu,100,1,238.43026161193848,243.22104454040527,239.31010007858276,231.40192031860352,270.7791328430176,50.7,100.0
yolov5x,onnxruntime_cpu,100,2,539.8340225219727,548.1030941009521,540.5976963043213,530.5430889129639,579.3521404266357,50.7,100.0
yolov5x,onnxruntime_cpu,100,4,1057.6226711273193,1082.5872421264648,20494.81257200241,1033.372163772583,980886.7881298065,50.7,100.0
yolov5x,onnxruntime_cpu,100,8,2103.762149810791,2129.5928955078125,40166.867780685425,2071.1050033569336,991617.3620223999,50.7,100.0
yolov5x,onnxruntime_cpu,100,16,15404.78801727295,931978.3878326416,162683.1352186203,14932.971954345703,1090910.2821350098,50.7,100.0
yolov5n,onnxruntime_gpu_ampere,100,1,16.050100326538086,16.425371170043945,24.459097385406494,15.51198959350586,857.82790184021,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,2,20.707130432128906,21.391868591308594,20.880908966064453,19.52958106994629,38.61856460571289,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,4,29.393672943115234,29.914379119873047,29.624333381652832,28.28669548034668,51.428794860839844,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,8,46.705007553100586,47.05071449279785,47.03617334365845,46.0970401763916,74.45073127746582,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,16,78.94420623779297,79.47063446044922,79.44846391677856,78.49454879760742,115.11063575744629,28.0,55.22682445759368
yolov5s,onnxruntime_gpu_ampere,100,1,16.385316848754883,17.102718353271484,16.605608463287354,15.82956314086914,33.14661979675293,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,2,20.709991455078125,21.198511123657227,20.82240343093872,19.593477249145508,35.60233116149902,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,4,29.876708984375,30.315876007080078,30.008397102355957,28.802871704101562,48.15959930419922,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,8,47.91140556335449,48.76708984375,48.30345869064331,47.328948974609375,71.42376899719238,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,16,85.13474464416504,86.02261543273926,85.53650856018066,84.50651168823242,110.52513122558594,45.4,89.54635108481261
yolov5m,onnxruntime_gpu_ampere,100,1,20.692110061645508,21.07405662536621,20.77474355697632,19.739627838134766,37.5826358795166,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,2,25.1767635345459,25.83932876586914,25.308871269226074,23.94556999206543,40.41552543640137,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,4,34.00015830993652,34.432172775268555,34.16295051574707,32.98830986022949,48.25568199157715,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,8,57.782649993896484,58.14027786254883,57.97817945480347,57.241201400756836,70.55377960205078,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,16,108.69145393371582,109.34972763061523,109.04050350189209,108.12711715698242,128.70073318481445,37.4,73.76725838264299
yolov5l,onnxruntime_gpu_ampere,100,1,24.837732315063477,25.25496482849121,24.996938705444336,24.05524253845215,40.412187576293945,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,2,28.734683990478516,29.225826263427734,28.834526538848877,27.704954147338867,42.975664138793945,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,4,41.13483428955078,41.48244857788086,41.30465030670166,40.3139591217041,54.654598236083984,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,8,76.08604431152344,76.53069496154785,76.08617544174194,74.80835914611816,83.68468284606934,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,16,138.68212699890137,139.3415927886963,138.8778281211853,137.8614902496338,149.55568313598633,49.0,96.64694280078895
yolov5x,onnxruntime_gpu_ampere,100,1,28.58757972717285,29.02531623840332,28.74222755432129,27.94623374938965,45.000553131103516,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,2,32.31382369995117,32.685041427612305,32.33258247375488,31.06975555419922,48.62833023071289,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,4,56.31303787231445,56.649208068847656,56.435298919677734,55.736541748046875,64.90969657897949,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,8,106.02235794067383,106.49991035461426,106.17093563079834,105.49116134643555,114.74323272705078,50.7,100.0
